time [s],current [A]
157.0,-4.0
158.0,-4.0
159.0,-4.0
160.0,-4.0
161.0,-4.0
162.0,-4.0
163.0,-4.0
164.0,-4.0
165.0,-4.0
166.0,-4.0
167.0,-4.0
168.0,-4.0
169.0,-4.0
170.0,-4.0
171.0,-4.0
172.0,-4.0
173.0,-4.0
174.0,-4.0
175.0,-4.0
176.0,-4.0
177.0,-4.0
178.0,-4.0
179.0,-4.0
180.0,0.6535869410621444
181.0,0.7897215022421085
182.0,0.9416093286745784
183.0,1.107646571663825
184.0,1.2859991721537913
185.0,1.474634475487636
186.0,1.6713563692160287
187.0,1.8738433180392702
188.0,2.079688618288308
189.0,2.286442154760552
190.0,2.491652915933918
191.0,2.692911510065421
192.0,2.8878919246797787
193.0,3.0743917854688854
194.0,3.250370397413616
195.0,3.413983890526983
196.0,3.563616844295908
197.0,3.6979098277453133
198.0,3.815782364941754
199.0,3.9164509173931834
200.0,3.999441563730254
201.0,4.064597151685348
202.0,4.112078796030195
203.0,4.142361697030628
204.0,4.156225355327558
205.0,4.15473835914791
206.0,4.139238016603535
207.0,4.111305197821952
208.0,4.072734837128239
209.0,4.025502622937643
210.0,3.971728471041202
211.0,3.9136374343583475
212.0,3.853518747966574
213.0,3.7936837414831164
214.0,3.7364233710731134
215.0,3.683966130132767
216.0,3.638437090923695
217.0,3.6018188092367067
218.0,3.5759147909001614
219.0,3.5623161732135284
220.0,3.5623722169968417
221.0,3.5771651369255295
222.0,3.6074897203816962
223.0,3.6538380995788753
224.0,3.7163899497332173
225.0,3.7950082892013315
226.0,3.8892409575119253
227.0,3.998327745869476
228.0,4.121213053811908
229.0,4.256563847061293
230.0,4.402792596977124
231.0,4.55808479309449
232.0,4.720430538591544
233.0,4.887659665638574
234.0,5.05747974473588
235.0,5.227516310470919
236.0,5.395354586538825
237.0,5.558581966081236
238.0,5.714830489884118
239.0,5.861818564977476
240.0,5.997391179698127
241.0,6.119557898070288
242.0,6.226527955949143
243.0,6.31674183305354
244.0,6.388898737863325
245.0,6.44197951525288
246.0,6.475264568374698
247.0,6.488346475237955
248.0,6.481137075060708
249.0,6.453868898121243
250.0,6.407090913734342
251.0,6.341658672331127
252.0,6.25871901761801
253.0,6.159689641646925
254.0,6.046233847616789
255.0,5.920230970703949
256.0,5.783742984661292
257.0,5.638977889950702
258.0,5.488250536566702
259.0,5.333941580447236
260.0,5.178455305634052
261.0,5.024177064545997
262.0,4.873431095504526
263.0,4.728439469879354
264.0,4.591282901025825
265.0,4.463864113923585
266.0,4.347874428692863
267.0,4.244764153775518
268.0,4.1557173165481265
269.0,4.081631181696377
270.0,4.023100922207115
271.0,3.980409715850722
272.0,3.953524443174434
273.0,3.942097063034546
274.0,3.945471640346855
275.0,3.9626968998388055
276.0,3.992544080943789
277.0,4.033529774348884
278.0,4.083943331779802
279.0,4.1418783589689445
280.0,4.205267728859898
281.0,4.2719214892565445
282.0,4.339566987447491
283.0,4.405890494749706
284.0,4.46857958712557
285.0,4.5253655245123605
286.0,4.574064871504601
287.0,4.612619615547194
288.0,4.639135065589625
289.0,4.65191485374079
290.0,4.64949241414404
291.0,4.630658376139675
292.0,4.5944833816771755
293.0,4.540335918579862
294.0,4.467894850194565
295.0,4.377156416590605
296.0,4.2684355811176715
297.0,4.142361697030628
298.0,3.999868570240081
299.0,3.8421790942426566
300.0,3.670784730139226
301.0,3.4874201966352754
302.0,3.294033820392824
303.0,3.0927540745432864
304.0,2.8858529011930836
305.0,2.675706471144546
306.0,2.4647540797905663
307.0,2.255455911404805
308.0,2.0502504242482957
309.0,1.851512115685825
310.0,1.66151041973204
311.0,1.4823704692475501
312.0,1.3160364217409781
313.0,1.1642380019962548
314.0,1.0284608573529832
315.0,0.9099212534442185
316.0,0.8095455607556827
317.0,0.7279548968938169
318.0,0.6654551974640043
319.0,0.6220328916046366
320.0,0.5973562582272136
321.0,0.5907824376608873
322.0,0.6013699725007147
323.0,0.62789665281294
324.0,0.6688823462180347
325.0,0.7226164044417114
326.0,0.7871891562829763
327.0,0.860526924052565
328.0,0.9404299376867467
329.0,1.0246124690607727
330.0,1.1107444694364073
331.0,1.196493966184879
332.0,1.279569461408455
333.0,1.357761575082055
334.0,1.4289831888505886
335.0,1.4913073734070066
336.0,1.5430024219625156
337.0,1.5825633639967198
338.0,1.608739396320975
339.0,1.6205567413794744
340.0,1.6173365243506204
341.0,1.5987073495378985
342.0,1.5646123511684515
343.0,1.5153105923600432
344.0,1.451372786912621
345.0,1.3736714199289528
346.0,1.283365443261141
347.0,1.1818798186315251
348.0,1.0708802732599223
349.0,0.9522437183017702
350.0,0.8280248578395772
351.0,0.7004195841895058
352.0,0.5717258126744458
353.0,0.4443024547471787
354.0,0.3205272616099674
355.0,0.20275429067258827
356.0,0.09327175396217602
357.0,-0.005738999177461457
358.0,-0.09224263296080071
359.0,-0.1643864107396874
360.0,-0.22053356215468012
361.0,-0.25929283611990206
362.0,-0.27954371192754013
363.0,-0.28045681819998136
364.0,-0.26150919489530466
365.0,-0.22249412555942294
366.0,-0.16352536387469818
367.0,-0.08503567855146121
368.0,0.012230258038287367
369.0,0.1272285111860325
370.0,0.25863383018469877
371.0,0.4048625801005272
372.0,0.5641002504686033
373.0,0.734333050760352
374.0,0.9133830295751861
375.0,1.0989460916598455
376.0,1.288632235178284
377.0,1.4800072920646397
378.0,1.670635427499565
379.0,1.8581216410310457
380.0,2.0401535118607352
381.0,2.2145414443299147
382.0,2.379256696430436
383.0,2.53246651375163
384.0,2.67256574295238
385.0,2.7982043616927372
386.0,2.908310434852351
387.0,3.0021080885015525
388.0,3.0791301820185595
389.0,3.1392254533768
390.0,3.1825600112695445
391.0,3.209613148636268
392.0,3.2211675535046624
393.0,3.218294093055972
394.0,3.202331443674916
395.0,3.1748609317300147
396.0,3.137677035305339
397.0,3.092754074543285
398.0,3.0422096862805517
399.0,2.988265736049803
400.0,2.933207366254878
401.0,2.879340912591488
402.0,2.8289514409837144
403.0,2.7842606640801875
404.0,2.7473859895801658
405.0,2.7203014324613566
406.0,2.704801089916984
407.0,2.7024658320745574
408.0,2.7146338041777964
409.0,2.742375267891159
410.0,2.786472231947339
411.0,2.8474032368829723
412.0,2.9253335666231886
413.0,3.0201110628219117
414.0,3.131267617871074
415.0,3.258026321142195
416.0,3.3993141321267255
417.0,3.5537798554979956
418.0,3.7198170984872454
419.0,3.895591802038403
420.0,4.079073855567691
421.0,4.268072232261146
422.0,4.460273018997946
423.0,4.653279663309126
424.0,4.844654720195502
425.0,5.031962354837648
426.0,5.212810843717023
427.0,5.384894316668068
428.0,5.546032995899716
429.0,5.694211214817154
430.0,5.827612539064928
431.0,5.944651363893074
432.0,6.044000424796637
433.0,6.124613731274897
434.0,6.18574451519816
435.0,6.226957874201174
436.0,6.248137885155078
437.0,6.249489061416865
438.0,6.231532128454967
439.0,6.195094193802361
440.0,6.141293487285215
441.0,6.071518944331583
442.0,5.987404997152173
443.0,5.890802024062975
444.0,5.783742984661293
445.0,5.668406836591686
446.0,5.54707938703132
447.0,5.422112277762586
448.0,5.295880835966849
449.0,5.170741543074755
450.0,-4.0
451.0,-4.0
452.0,-4.0
453.0,-4.0
454.0,-4.0
455.0,-4.0
456.0,-4.0
457.0,-4.0
458.0,-4.0
459.0,-4.0
460.0,-4.0
461.0,-4.0
462.0,-4.0
463.0,-4.0
464.0,-4.0
465.0,-4.0
466.0,-4.0
467.0,-4.0
468.0,-4.0
469.0,-4.0
470.0,-4.0
471.0,-4.0
472.0,-4.0
473.0,-4.0
474.0,-4.0
475.0,-4.0
476.0,-4.0
477.0,-4.0
478.0,-4.0
479.0,-4.0
480.0,5.442221794496224
481.0,5.400186259718831
482.0,5.339008551177744
483.0,5.2586737933659595
484.0,5.159486682461198
485.0,5.042067163083216
486.0,4.907340500329479
487.0,4.756521923134292
488.0,4.591096111850916
489.0,4.412791894943829
490.0,4.223552605153476
491.0,4.025502622937635
492.0,3.820910703015975
493.0,3.6121507372364805
494.0,3.4016606527192015
495.0,3.191900177496739
496.0,2.985308226071198
497.0,2.7842606640801906
498.0,2.591029204492703
499.0,2.4077421675560995
500.0,2.236347803452678
501.0,2.0785808308878826
502.0,1.9359327874423742
503.0,1.8096267194968063
504.0,1.7005966620992088
505.0,1.609472273669172
506.0,1.536568898447184
507.0,1.4818832327436091
508.0,1.4450946710462615
509.0,1.4255723066952593
510.0,1.4223874609350613
511.0,1.4343315155088356
512.0,1.4599387293280568
513.0,1.4975136308211403
514.0,1.5451624959238257
515.0,1.6008283487798494
516.0,1.6623288593719274
517.0,1.7273964606240726
518.0,1.7937199679262876
519.0,1.8589869572409525
520.0,1.9209261444323054
521.0,1.9773490084594751
522.0,2.02618991458852
523.0,2.065544020568793
524.0,2.093702288305845
525.0,2.109182975240301
526.0,2.1107590424880733
527.0,2.097480989688886
528.0,2.0686947081490286
529.0,2.0240540327910295
530.0,1.9635277680526575
531.0,1.8874010615205092
532.0,1.796271099979304
533.0,1.6910372039069443
534.0,1.572885496437672
535.0,1.4432684196683043
536.0,1.3038794631655526
537.0,1.1566235550061457
538.0,1.0035836431189433
539.0,0.8469840627182781
540.0,0.6891513430072491
541.0,0.5324731520625219
542.0,0.3793561120745924
543.0,0.2321832373135581
544.0,0.09327175396217602
545.0,-0.03516794581843585
546.0,-0.15107148342542231
547.0,-0.2525571080550326
548.0,-0.337959092487474
549.0,-0.4058573146486659
550.0,-0.45510249720691287
551.0,-0.48483665490435723
552.0,-0.4945083848009334
553.0,-0.48388272659620546
554.0,-0.4530454170512318
555.0,-0.4024014625294434
556.0,-0.33266805502839814
557.0,-0.24486195797443056
558.0,-0.14028158669951096
559.0,-0.020484103152597744
560.0,0.11274206667019837
561.0,0.25740880245093894
562.0,0.41136338340807643
563.0,0.5723264804162702
564.0,0.7379323688349466
565.0,0.9057706449028519
566.0,1.0734287017616315
567.0,1.2385342076536339
568.0,1.3987968288368764
569.0,1.552048453273831
570.0,1.6962811979405619
571.0,1.8296825221883326
572.0,1.9506668212672016
573.0,2.057902936965452
574.0,2.150337095211508
575.0,2.2272108621221314
576.0,2.288073798908533
577.0,2.3327905906809026
578.0,2.3615425228351894
579.0,2.3748232796019013
580.0,2.373429140685614
581.0,2.3584437519170116
582.0,2.331217742691738
583.0,2.293343554954669
584.0,2.2466259339618153
585.0,2.1930486084906984
586.0,2.1347377561911642
587.0,2.073922907158174
588.0,2.0128959845431815
589.0,1.953969214282933
590.0,1.8994326562230681
591.0,1.8515121156858299
592.0,1.8123281877572677
593.0,1.7838571663694185
594.0,1.7678945169883615
595.0,1.7660215659826277
596.0,1.779576002354899
597.0,1.8096267194967983
598.0,1.8569534471866884
599.0,1.9220315385744278
600.0,2.0050221849114935
601.0,2.105768233930287
602.0,2.2237956877816782
603.0,2.358320855089614
604.0,2.5082630307831897
605.0,2.6722624787226494
606.0,2.8487033975040603
607.0,3.035741460899432
608.0,3.2313354427486267
609.0,3.4332823632267844
610.0,3.6392555305635863
611.0,3.846844800613216
612.0,4.053598337085475
613.0,4.25706512845823
614.0,4.454837504076181
615.0,4.644592891940781
616.0,4.8241340742145296
617.0,4.991427223253847
618.0,5.144637040575054
619.0,5.282158372836999
620.0,5.402643741772781
621.0,5.50502629789748
622.0,5.588537789460226
623.0,5.652721227039385
624.0,5.6974380188117495
625.0,5.722869450173281
626.0,5.729512482287868
627.0,5.718169945492943
628.0,5.68993530348681
629.0,5.646172261078451
630.0,5.588489580267961
631.0,5.518711554902503
632.0,5.438844671594611
633.0,5.3510410526137
634.0,5.257559333854778
635.0,5.160723676725798
636.0,5.06288164606122
637.0,4.966361706370392
638.0,4.873431095504527
639.0,4.786254828054971
640.0,4.706856560598667
641.0,4.637082017645026
642.0,4.578565631404783
643.0,4.532700991112526
644.0,4.500615629614808
645.0,4.483150597497817
646.0,4.480845189555939
647.0,4.493927096419196
648.0,4.522308157305641
649.0,4.565585789872724
650.0,4.623050071793323
651.0,4.693696347786766
652.0,4.776243137192746
653.0,4.869155022547458
654.0,4.970670110694276
655.0,5.078831576324347
656.0,5.191522724950429
657.0,5.306504949473089
658.0,5.421457902821574
659.0,5.534021169566131
660.0,5.641836692609162
661.0,5.742591197549055
662.0,5.834057857312541
663.0,5.914136453170192
664.0,5.9808913150429746
665.0,6.0325863635984796
666.0,6.067716628316328
667.0,6.085035678551461
668.0,6.083578477520075
669.0,6.0626792507749085
670.0,6.021984049667628
671.0,5.961457784929265
672.0,5.881385604146383
673.0,5.782368587810491
674.0,5.665313839970333
675.0,5.531419149513693
676.0,5.382152494960943
677.0,5.2192267576397295
678.0,5.04457009358784
679.0,4.860292491972005
680.0,4.668649115835021
681.0,4.472001078375459
682.0,4.272774353702389
683.0,4.0734175542720905
684.0,3.876359327414726
685.0,3.6839661301327804
686.0,3.4985011345820816
687.0,3.322084996447731
688.0,3.156659185164373
689.0,3.0039525291964475
690.0,2.8654515722030265
691.0,2.7423752678911653
692.0,2.6356544639221173
693.0,2.5459165397611057
694.0,2.4734754713758065
695.0,2.4183274988355423
696.0,2.3801524728691623
697.0,2.358320855089616
698.0,2.351906245695725
699.0,2.359703213817389
700.0,2.3802501110397527
701.0,2.411856459712766
702.0,2.4526344260132267
703.0,2.5005338148324343
704.0,2.5533799607154584
705.0,2.6089138373994265
706.0,2.664833668909471
707.0,2.718837298379934
708.0,2.768664557251359
709.0,2.8121388774938465
710.0,2.8472074030228796
711.0,2.8719788832646973
712.0,2.8847586714158675
713.0,2.8840802016197213
714.0,2.868732382128926
715.0,2.837782414416167
716.0,2.790593629834216
717.0,2.7268380243543313
718.0,2.646503266542547
719.0,2.549894052576584
720.0,2.437627783003162
721.0,2.310624637284367
722.0,2.1700922221756196
723.0,2.0175050668300964
724.0,1.854579329508884
725.0,1.6832431662497511
726.0,1.5056032892860274
727.0,1.3239083110276817
728.0,1.1405095268056502
729.0,0.95781983531567
730.0,0.7782715289587867
731.0,0.6042737064740251
732.0,0.4381700670288661
733.0,0.28219783815955246
734.0,0.13844856975111441
735.0,0.008831492981750788
736.0,-0.10495990258183918
737.0,-0.20147747794429705
738.0,-0.2795437119275408
739.0,-0.3382721763755896
740.0,-0.3770828544681376
741.0,-0.3957120292808619
742.0,-0.39421656658661497
743.0,-0.3729725158884719
744.0,-0.33266805502839825
745.0,-0.2742909046154085
746.0,-0.19911043716412735
747.0,-0.10865480046795328
748.0,-0.004683463662596976
749.0,0.11084432392217197
750.0,-4.0
751.0,-4.0
752.0,-4.0
753.0,-4.0
754.0,-4.0
755.0,-4.0
756.0,-4.0
757.0,-4.0
758.0,-4.0
759.0,-4.0
760.0,-4.0
761.0,-4.0
762.0,-4.0
763.0,-4.0
764.0,-4.0
765.0,-4.0
766.0,-4.0
767.0,-4.0
768.0,-4.0
769.0,-4.0
770.0,-4.0
771.0,-4.0
772.0,-4.0
773.0,-4.0
774.0,-4.0
775.0,-4.0
776.0,-4.0
777.0,-4.0
778.0,-4.0
779.0,-4.0
780.0,0.964589774938231
781.0,0.9240068252304434
782.0,0.8967808160051784
783.0,0.8845041892072818
784.0,0.8885249010113742
785.0,0.9099212534442183
786.0,0.9494815170972847
787.0,1.007688709682793
788.0,1.0847108031997936
789.0,1.1803965356217336
790.0,1.294276903021022
791.0,1.4255723066952506
792.0,1.5732052289603042
793.0,1.7358182126307111
794.0,1.911796824575441
795.0,2.0992971948074937
796.0,2.2962776409257457
797.0,2.50053381483242
798.0,2.709736745802929
799.0,2.921473102304662
800.0,3.1332869553737748
801.0,3.3427222995666024
802.0,3.5473655739867653
803.0,3.7448874258882032
804.0,3.9330829728709977
805.0,4.1099098464785
806.0,4.273523339591861
807.0,4.422308031698025
808.0,4.554905328953731
809.0,4.670236428863106
810.0,4.767520301025864
811.0,4.84628636434348
812.0,4.9063816357017265
813.0,4.947972223793865
814.0,4.971539142647019
815.0,4.977868520765657
816.0,4.96803638180162
817.0,4.94338826951515
818.0,4.905514081778081
819.0,4.856218563846429
820.0,4.7974879885707535
821.0,4.73145361923628
822.0,4.660352608116842
823.0,4.586487029564011
824.0,4.512181779717889
825.0,4.439742095126798
826.0,4.371411449337425
827.0,4.309330579745558
828.0,4.255498376800254
829.0,4.211735334391893
830.0,4.179650214520576
831.0,4.160610521952067
832.0,4.155717316548126
833.0,4.165784813519829
834.0,4.191325136379405
835.0,4.232538495382412
836.0,4.289308967400011
837.0,4.36120595316835
838.0,4.44749128651395
839.0,4.5471318692579885
840.0,4.65881760685996
841.0,4.780984325232116
842.0,4.911841260229647
843.0,5.0494026296833825
844.0,5.191522724950439
845.0,5.3359338961140645
846.0,5.480286753286189
847.0,5.622191866881485
848.0,5.759262222941967
849.0,5.889155676077821
850.0,6.009616642591911
851.0,6.1185162898745755
852.0,6.2138905049486075
853.0,6.293974964635259
854.0,6.357236681492868
855.0,6.402401462529446
856.0,6.428476790586758
857.0,6.434769719935373
858.0,6.420899466551832
859.0,6.386804468182387
860.0,6.332743787944799
861.0,6.259292836119912
862.0,6.167333486137429
863.0,6.05803876075729
864.0,5.932852361304284
865.0,5.793463404801505
866.0,5.641776819325766
867.0,5.47987992534944
868.0,5.310005798858893
869.0,5.134494069431519
870.0,4.955749852192242
871.0,4.776201545835407
872.0,4.598258249099927
873.0,4.424267554860039
874.0,4.256474474222934
875.0,4.096982222827152
876.0,3.9477155682743863
877.0,3.8103873918923292
878.0,3.686469060637386
879.0,3.5771651369255366
880.0,3.4833928767411564
881.0,3.405766880900071
882.0,3.3445891723589902
883.0,3.2998448756108965
884.0,3.2712035742126813
885.0,3.258026321142193
886.0,3.259378175785118
887.0,3.274046042709024
888.0,3.300561492751444
889.0,3.337228158021306
890.0,3.3821532107738688
891.0,3.4332823632267786
892.0,3.48843776253835
893.0,3.545358103491349
894.0,3.6017402418380833
895.0,3.6552815644718533
896.0,3.7037223590742463
897.0,3.744887425888196
898.0,3.776726187783537
899.0,3.797350581573251
900.0,3.8050700531275656
901.0,3.7984230305113496
902.0,3.776204312218316
903.0,3.7374878804687515
904.0,3.6816447311777476
905.0,3.6083554011296872
906.0,3.517616967525713
907.0,3.4097443937155583
908.0,3.2853661958222125
909.0,3.145414506318716
910.0,2.9911097106099627
911.0,2.823939929526002
912.0,2.6456357126189163
913.0,2.4581403926291463
914.0,2.263576628926892
915.0,2.0642097357549822
916.0,1.8624084484908552
917.0,1.6606038268789511
918.0,1.4612470274486815
919.0,1.2667666975301213
920.0,1.0795267500527124
921.0,0.9017852715369683
922.0,0.7356552954890636
923.0,0.5830681401435549
924.0,0.4457399637614734
925.0,0.3251421332992951
926.0,0.2224759342395669
927.0,0.13865207193383255
928.0,0.07427532933027048
929.0,0.029634653972271607
930.0,0.004698850297597867
931.0,-0.0008820467280077349
932.0,0.012230258038291586
933.0,0.04307487936257892
934.0,0.09040961601241115
935.0,0.1527338005688359
936.0,0.22831572624303298
937.0,0.31522416062654957
938.0,0.41136338340807943
939.0,0.5145111222406563
940.0,0.6223587092621119
941.0,0.7325527411814143
942.0,0.8427374990497075
943.0,0.9505973703166226
944.0,1.0538985157701894
945.0,1.150529037472392
946.0,1.2385369305917326
947.0,1.3161651416198583
948.0,1.3818831071359874
949.0,1.4344142101272688
950.0,1.4727586637650356
951.0,1.4962114141741738
952.0,1.5043747426595755
953.0,1.4971653424823272
954.0,1.4748157439207161
955.0,1.4378700622465015
956.0,1.3871741445950834
957.0,1.3238602917004605
958.0,1.2493268273176443
959.0,1.1652128801382498
960.0,1.0733688284782208
961.0,0.9758229354540033
962.0,0.8747447703832221
963.0,0.7724060695351715
964.0,0.671139735089828
965.0,0.5732977044252586
966.0,0.4812084420507742
967.0,0.3971348132740553
968.0,0.32323309191435656
969.0,0.2615138341743737
970.0,0.21380531751531018
971.0,0.18172019764397185
972.0,0.16662597932618806
973.0,0.1696198287169337
974.0,0.19150817745643844
975.0,0.2327914833033793
976.0,0.29365442008977394
977.0,0.37396167292582605
978.0,0.47325941458666443
979.0,0.5907824376608927
980.0,0.7254668161412458
981.0,0.8759678714917376
982.0,1.0406831235922755
983.0,1.2177798180321466
984.0,1.4052265395822139
985.0,1.6008283487798214
986.0,1.8022648157135348
987.0,2.0071302734130487
988.0,2.212975573662061
989.0,2.41735060125804
990.0,2.6178467892261303
991.0,2.8121388774938274
992.0,2.998025171048095
993.0,3.1734655803865803
994.0,3.3366167666632425
995.0,3.485863765606087
996.0,3.6198475271308235
997.0,3.7374878804687572
998.0,3.8380015162652183
999.0,3.9209146660349274
1000.0,3.9860702539900186
1001.0,4.033629394902235
1002.0,4.064067212557617
1003.0,4.07816305471308
1004.0,4.076985280458098
1005.0,4.061870892739794
1006.0,4.03440038079491
1007.0,3.9963682227074484
1008.0,3.9497495757516994
1009.0,3.8966637502019155
1010.0,3.8393351196824828
1011.0,3.780052166868113
1012.0,3.7211253966078677
1013.0,3.664844868747377
1014.0,3.613438109696587
1015.0,3.5690291550182813
1016.0,3.5335994551150622
1017.0,3.508951342828601
1018.0,3.4966747160306886
1019.0,3.498117530895986
1020.0,3.51436063352428
1021.0,3.5461973801424067
1022.0,3.5941184106414674
1023.0,3.658301848220624
1024.0,3.738609101056687
1025.0,3.834586341924751
1026.0,3.9454716403468604
1027.0,4.070207620948583
1028.0,4.20745942306155
1029.0,4.355637641978965
1030.0,4.512925843345445
1031.0,4.677312160522915
1032.0,4.846624411883742
1033.0,5.018568112136072
1034.0,5.190766700109672
1035.0,5.3608032658446865
1036.0,5.526263033036335
1037.0,5.684775839373459
1038.0,5.834057857312541
1039.0,5.971951811345806
1040.0,6.096464974615801
1041.0,6.205804267319916
1042.0,6.298407831028252
1043.0,6.372972515888464
1044.0,6.428476790586756
1045.0,6.4641986665763485
1046.0,6.47972831701645
1047.0,6.474975165497729
1048.0,6.45016931827759
1049.0,6.405857314648676
1050.0,-4.0
1051.0,-4.0
1052.0,-4.0
1053.0,-4.0
1054.0,-4.0
1055.0,-4.0
1056.0,-4.0
1057.0,-4.0
1058.0,-4.0
1059.0,-4.0
1060.0,-4.0
1061.0,-4.0
1062.0,-4.0
1063.0,-4.0
1064.0,-4.0
1065.0,-4.0
1066.0,-4.0
1067.0,-4.0
1068.0,-4.0
1069.0,-4.0
1070.0,-4.0
1071.0,-4.0
1072.0,-4.0
1073.0,-4.0
1074.0,-4.0
1075.0,-4.0
1076.0,-4.0
1077.0,-4.0
1078.0,-4.0
1079.0,-4.0
1080.0,4.336176175357384
1081.0,4.4052084446303414
1082.0,4.472853942821263
1083.0,4.536798941247201
1084.0,4.594773460417777
1085.0,4.644592891940784
1086.0,4.68419811787293
1087.0,4.711693410464884
1088.0,4.725381434839247
1089.0,4.723794728819907
1090.0,4.705723096978966
1091.0,4.670236428863123
1092.0,4.616702533000633
1093.0,4.544799667221616
1094.0,4.454523540454341
1095.0,4.346188659807509
1096.0,4.2204239976450975
1097.0,4.078163054713088
1098.0,3.9206284953706283
1099.0,3.7493116278345475
1100.0,3.5659470943305873
1101.0,3.372483221520803
1102.0,3.171048559016295
1103.0,2.9639152018075463
1104.0,2.7534595498343717
1105.0,2.5421212036543155
1106.0,2.3323607284318806
1107.0,2.126617038669089
1108.0,1.927265162871762
1109.0,1.736575140571361
1110.0,1.5566727839233865
1111.0,1.389503002839445
1112.0,1.236796346871519
1113.0,1.1000393596787252
1114.0,0.9804492738803988
1115.0,0.878953496661108
1116.0,0.796174251015459
1117.0,0.7324186455355809
1118.0,0.6876743487874681
1119.0,0.6616109443280739
1120.0,0.6535869410621488
1121.0,0.6626623127400016
1122.0,0.6876163417503375
1123.0,0.7269704477306337
1124.0,0.7790155925863501
1125.0,0.841843771870131
1126.0,0.913383029575186
1127.0,0.9914353705500641
1128.0,1.0737168930605256
1129.0,1.1578994244345586
1130.0,1.2416529159339027
1131.0,1.3226878394770931
1132.0,1.3987968288368795
1133.0,1.4678948214503775
1134.0,1.528056983768268
1135.0,1.5775537426566366
1136.0,1.6148822970416137
1137.0,1.6387940468316513
1138.0,1.6483174490444044
